date,home_team,away_team,home_score,away_score,city,country,neutral,target
1990,8,2,0.0,1.0,144,6,1,2
1990,28,44,2.0,1.0,81,6,1,1
1990,55,56,0.0,0.0,43,6,1,0
1990,38,76,2.0,0.0,116,6,0,1
1990,25,5,1.0,0.0,12,6,1,1
1990,66,78,1.0,2.0,150,6,1,2
1990,38,55,1.0,0.0,116,6,0,1
1990,77,2,0.0,0.0,36,6,1,0
1990,10,24,2.0,3.0,89,6,1,2
1990,28,18,1.0,0.0,81,6,1,1
1990,38,2,1.0,1.0,89,6,0,0
1990,28,24,1.0,1.0,144,6,1,0
1990,38,24,2.0,1.0,4,6,0,1
1990,28,2,1.0,0.0,116,6,1,1
1994,28,6,1.0,0.0,20,15,1,1
1994,66,65,2.0,2.0,28,15,1,0
1994,14,56,1.0,3.0,103,15,1,2
1994,38,55,0.0,1.0,32,15,1,2
1994,75,68,1.0,1.0,105,15,0,0
1994,5,43,1.0,0.0,97,15,1,1
1994,10,67,2.0,2.0,103,15,1,0
1994,49,42,1.0,0.0,155,15,1,1
1994,8,57,2.0,0.0,101,15,1,1
1994,44,58,2.0,1.0,155,15,1,1
1994,2,29,4.0,0.0,38,15,1,1
1994,28,66,1.0,1.0,20,15,1,0
1994,46,9,3.0,0.0,28,15,1,1
1994,56,68,1.0,4.0,105,15,1,2
1994,75,14,2.0,1.0,103,15,0,1
1994,38,49,1.0,0.0,32,15,1,1
1994,65,6,0.0,0.0,38,15,1,0
1994,8,10,3.0,0.0,101,15,1,1
1994,42,55,2.0,1.0,97,15,1,1
1994,67,57,3.0,1.0,105,15,1,1
1994,2,46,2.0,1.0,38,15,1,1
1994,5,44,1.0,0.0,97,15,1,1
1994,58,43,2.0,1.0,32,15,1,1
1994,9,29,4.0,0.0,20,15,1,1
1994,68,14,0.0,2.0,101,15,1,2
1994,75,56,0.0,1.0,103,15,0,2
1994,6,66,1.0,3.0,20,15,1,2
1994,28,65,3.0,2.0,28,15,1,1
1994,8,67,1.0,1.0,105,15,1,0
1994,55,49,0.0,0.0,32,15,1,0
1994,38,42,1.0,1.0,155,15,1,0
1994,57,10,6.0,1.0,101,15,1,1
1994,5,58,0.0,1.0,155,15,1,2
1994,43,44,1.0,2.0,97,15,1,2
1994,2,9,0.0,2.0,28,15,1,2
1994,30,46,0.0,2.0,38,15,1,2
1994,28,5,3.0,2.0,20,15,1,1
1994,66,68,3.0,0.0,155,15,1,1
1994,56,2,3.0,2.0,103,15,1,1
1994,58,67,1.0,3.0,28,15,1,2
1994,44,55,2.0,0.0,97,15,1,1
1994,75,8,0.0,1.0,101,15,0,2
1994,42,9,1.0,1.0,32,15,1,0
1994,46,37,1.0,2.0,38,15,1,2
1994,38,66,2.0,1.0,38,15,1,1
1994,44,8,2.0,3.0,28,15,1,2
1994,9,27,2.0,1.0,32,15,1,1
1994,56,67,2.0,2.0,101,15,1,0
1994,9,37,1.0,2.0,32,15,1,2
1994,67,8,0.0,1.0,103,15,1,2
1994,67,9,4.0,0.0,103,15,1,1
1994,8,37,0.0,0.0,103,15,1,0
1998,8,59,2.0,1.0,121,4,1,1
1998,43,49,2.0,2.0,84,4,1,0
1998,10,4,1.0,1.0,142,4,1,0
1998,38,12,2.0,2.0,13,4,1,0
1998,26,64,3.0,0.0,77,4,0,1
1998,51,9,0.0,0.0,84,4,1,0
1998,58,20,0.0,1.0,65,4,1,2
1998,65,42,1.0,3.0,71,4,1,2
1998,44,5,0.0,0.0,121,4,1,0
1998,66,46,2.0,3.0,88,4,1,2
1998,2,40,1.0,0.0,142,4,1,1
1998,40,16,1.0,3.0,65,4,1,2
1998,61,35,1.0,0.0,122,4,1,1
1998,25,71,2.0,0.0,77,4,1,1
1998,28,75,2.0,0.0,102,4,1,1
1998,56,14,1.0,0.0,71,4,1,1
1998,8,43,3.0,0.0,88,4,1,1
1998,59,49,1.0,1.0,13,4,1,0
1998,12,4,1.0,1.0,122,4,1,0
1998,38,10,3.0,0.0,84,4,1,1
1998,26,58,4.0,0.0,121,4,0,1
1998,64,20,1.0,1.0,142,4,1,0
1998,46,9,1.0,0.0,102,4,1,1
1998,66,51,0.0,0.0,122,4,1,0
1998,5,42,2.0,2.0,13,4,1,0
1998,41,16,0.0,1.0,88,4,1,2
1998,44,65,5.0,0.0,77,4,1,1
1998,2,39,5.0,0.0,102,4,1,1
1998,28,61,2.0,2.0,65,4,1,0
1998,75,35,1.0,2.0,71,4,1,2
1998,14,71,1.0,0.0,84,4,1,1
1998,56,24,2.0,1.0,142,4,1,1
1998,8,49,1.0,2.0,77,4,1,2
1998,12,10,1.0,1.0,88,4,1,0
1998,38,4,2.0,1.0,121,4,1,1
1998,59,43,0.0,3.0,122,4,1,2
1998,26,20,2.0,1.0,71,4,0,1
1998,46,51,1.0,3.0,142,4,1,2
1998,64,58,2.0,2.0,13,4,1,0
1998,66,9,6.0,1.0,65,4,1,1
1998,5,65,1.0,1.0,102,4,1,0
1998,28,35,2.0,0.0,84,4,1,1
1998,44,42,2.0,2.0,122,4,1,0
1998,75,61,0.0,1.0,88,4,1,2
1998,2,16,1.0,0.0,13,4,1,1
1998,14,24,0.0,2.0,65,4,1,2
1998,41,39,1.0,2.0,71,4,1,2
1998,56,71,1.0,1.0,121,4,1,0
1998,8,12,4.0,1.0,102,4,1,1
1998,38,49,1.0,0.0,77,4,1,1
1998,26,51,1.0,0.0,65,4,0,1
1998,46,20,1.0,4.0,121,4,1,2
1998,28,42,2.0,1.0,84,4,1,1
1998,44,61,2.0,1.0,142,4,1,1
1998,2,24,2.0,2.0,122,4,1,0
1998,56,16,0.0,1.0,13,4,1,2
1998,8,20,3.0,2.0,88,4,1,1
1998,26,37,0.0,0.0,121,4,0,0
1998,28,16,0.0,3.0,71,4,1,2
1998,44,2,2.0,1.0,77,4,1,1
1998,8,44,1.0,1.0,77,4,1,0
1998,26,16,2.0,1.0,121,4,0,1
1998,44,16,1.0,2.0,102,4,1,2
1998,26,8,3.0,0.0,121,4,0,1
2002,26,60,0.0,1.0,131,11,1,2
2002,28,58,8.0,0.0,128,7,1,1
2002,55,10,1.0,1.0,93,7,1,0
2002,76,20,1.0,2.0,147,11,1,2
2002,2,46,1.0,0.0,58,7,1,1
2002,25,67,1.0,1.0,123,7,1,0
2002,51,64,2.0,2.0,17,11,1,0
2002,66,63,3.0,1.0,47,11,1,1
2002,8,72,2.0,1.0,147,11,1,1
2002,16,42,0.0,1.0,93,7,1,2
2002,38,21,2.0,0.0,128,7,1,1
2002,13,15,0.0,2.0,47,11,1,2
2002,41,5,2.0,2.0,123,7,0,0
2002,65,53,2.0,0.0,17,11,0,1
2002,28,55,1.0,1.0,58,7,1,0
2002,57,71,2.0,0.0,60,7,1,1
2002,75,54,3.0,2.0,139,11,1,1
2002,10,58,1.0,0.0,123,7,1,1
2002,21,60,1.0,1.0,26,11,1,0
2002,26,76,0.0,0.0,17,11,1,0
2002,2,24,0.0,1.0,128,7,1,2
2002,66,51,3.0,1.0,54,11,1,1
2002,67,46,2.0,1.0,60,7,1,1
2002,8,13,4.0,0.0,130,11,1,1
2002,38,16,1.0,2.0,58,7,1,2
2002,64,63,1.0,0.0,26,11,1,1
2002,15,72,1.0,1.0,52,11,1,0
2002,41,57,1.0,0.0,156,7,0,1
2002,42,21,2.0,1.0,114,7,1,1
2002,65,75,1.0,1.0,26,11,0,0
2002,54,53,4.0,0.0,54,11,1,1
2002,71,5,1.0,1.0,160,7,1,0
2002,10,27,0.0,2.0,40,7,1,2
2002,21,25,2.0,0.0,52,11,1,1
2002,58,55,0.0,3.0,156,7,1,2
2002,60,76,3.0,3.0,139,11,1,0
2002,46,24,0.0,0.0,98,7,1,0
2002,63,51,1.0,3.0,130,11,1,2
2002,64,66,2.0,3.0,27,11,1,2
2002,67,2,1.0,1.0,114,7,1,0
2002,15,8,2.0,5.0,139,11,1,2
2002,22,16,1.0,0.0,156,7,1,1
2002,42,37,1.0,1.0,160,7,1,0
2002,72,13,3.0,0.0,131,11,1,1
2002,5,57,3.0,2.0,40,7,1,1
2002,41,71,2.0,0.0,98,7,0,1
2002,65,54,1.0,0.0,52,11,0,1
2002,53,75,3.0,1.0,27,11,1,1
2002,21,24,0.0,3.0,93,7,1,2
2002,28,51,1.0,0.0,130,11,1,1
2002,66,55,1.0,1.0,139,11,1,0
2002,67,60,1.0,2.0,160,7,1,2
2002,8,5,2.0,0.0,60,7,1,1
2002,42,75,0.0,2.0,54,11,1,2
2002,41,72,0.0,1.0,114,7,0,2
2002,65,37,2.0,1.0,27,11,0,1
2002,25,8,1.0,2.0,40,7,1,2
2002,28,75,1.0,0.0,147,11,1,1
2002,65,66,0.0,0.0,47,11,0,0
2002,60,72,0.0,1.0,98,7,1,2
2002,65,27,0.0,1.0,131,11,0,2
2002,8,72,1.0,0.0,123,7,1,1
2002,65,72,2.0,3.0,26,11,0,2
2002,28,8,0.0,2.0,156,7,1,2
2006,28,15,4.0,2.0,86,5,0,1
2006,53,21,0.0,2.0,41,5,1,2
2006,2,38,2.0,1.0,49,5,1,1
2006,25,51,1.0,0.0,39,5,1,1
2006,70,67,0.0,0.0,29,5,1,0
2006,1,54,0.0,1.0,21,5,1,2
2006,42,35,3.0,1.0,96,5,1,1
2006,61,44,0.0,1.0,64,5,1,2
2006,3,40,3.0,1.0,56,5,1,1
2006,38,28,2.0,0.0,50,5,1,1
2006,75,17,0.0,3.0,41,5,1,2
2006,8,16,1.0,0.0,7,5,1,1
2006,26,68,0.0,0.0,137,5,1,0
2006,65,69,2.0,1.0,39,5,1,1
2006,28,53,1.0,0.0,29,5,0,1
2006,66,73,4.0,0.0,64,5,1,1
2006,71,58,2.0,2.0,86,5,1,0
2006,22,15,3.0,0.0,49,5,1,1
2006,25,70,2.0,0.0,96,5,1,1
2006,67,51,1.0,0.0,7,5,1,1
2006,2,61,6.0,0.0,41,5,1,1
2006,42,1,0.0,0.0,50,5,1,0
2006,44,38,2.0,1.0,137,5,1,1
2006,18,28,0.0,2.0,21,5,1,2
2006,38,75,1.0,1.0,56,5,1,0
2006,54,35,2.0,0.0,39,5,1,1
2006,8,3,2.0,0.0,86,5,1,1
2006,26,65,1.0,1.0,64,5,1,0
2006,41,16,0.0,0.0,96,5,1,0
2006,58,73,0.0,4.0,49,5,1,2
2006,66,71,3.0,1.0,137,5,1,1
2006,69,68,0.0,2.0,29,5,1,2
2006,15,53,1.0,2.0,50,5,1,2
2006,28,21,3.0,0.0,7,5,0,1
2006,51,70,2.0,0.0,56,5,1,1
2006,67,24,2.0,2.0,21,5,1,0
2006,35,1,1.0,1.0,64,5,1,0
2006,39,61,3.0,2.0,86,5,1,1
2006,44,2,0.0,0.0,39,5,1,0
2006,54,42,2.0,1.0,41,5,1,1
2006,16,3,2.0,2.0,137,5,1,0
2006,18,37,0.0,2.0,49,5,1,2
2006,29,75,2.0,1.0,96,5,1,1
2006,41,8,1.0,4.0,29,5,1,2
2006,58,66,0.0,1.0,56,5,1,2
2006,68,65,2.0,0.0,50,5,1,1
2006,69,25,0.0,2.0,21,5,1,2
2006,73,71,1.0,0.0,7,5,1,1
2006,2,42,2.0,1.0,64,5,1,1
2006,28,67,2.0,0.0,86,5,0,1
2006,25,21,1.0,0.0,137,5,1,1
2006,54,44,1.0,0.0,96,5,1,1
2006,38,3,1.0,0.0,56,5,1,1
2006,68,73,0.0,0.0,21,5,1,0
2006,8,28,3.0,0.0,29,5,1,1
2006,66,25,1.0,3.0,50,5,1,2
2006,28,2,1.0,1.0,7,5,0,0
2006,38,73,3.0,0.0,49,5,1,1
2006,8,25,0.0,1.0,39,5,1,2
2006,25,54,0.0,0.0,41,5,1,0
2006,28,37,0.0,2.0,29,5,0,2
2006,54,25,0.0,1.0,86,5,1,2
2006,28,54,3.0,1.0,137,5,0,1
2006,38,25,1.0,1.0,7,5,1,0
2010,64,42,1.0,1.0,55,10,0,0
2010,76,25,0.0,0.0,19,10,1,0
2010,2,46,1.0,0.0,55,10,1,1
2010,25,75,1.0,1.0,119,10,1,0
2010,65,29,2.0,0.0,106,10,1,1
2010,0,63,0.0,1.0,104,10,1,2
2010,28,3,4.0,0.0,30,10,1,1
2010,61,28,0.0,1.0,108,10,1,2
2010,38,51,1.0,1.0,19,10,1,0
2010,41,10,1.0,0.0,11,10,1,1
2010,44,20,2.0,0.0,55,10,1,1
2010,8,47,2.0,1.0,55,10,1,1
2010,39,54,0.0,0.0,106,10,1,0
2010,45,62,1.0,1.0,119,10,1,0
2010,32,12,0.0,1.0,91,10,1,2
2010,64,76,0.0,3.0,108,10,0,2
2010,66,68,0.0,1.0,30,10,1,2
2010,2,65,4.0,1.0,55,10,1,1
2010,26,42,0.0,2.0,104,10,1,2
2010,30,46,2.0,1.0,11,10,1,1
2010,25,0,0.0,0.0,19,10,1,0
2010,28,61,0.0,1.0,106,10,1,2
2010,63,75,2.0,2.0,55,10,1,0
2010,10,20,1.0,2.0,108,10,1,2
2010,29,3,1.0,1.0,119,10,1,0
2010,44,40,1.0,0.0,30,10,1,1
2010,8,38,3.0,1.0,55,10,1,1
2010,38,45,1.0,1.0,91,10,1,0
2010,62,51,0.0,2.0,11,10,1,2
2010,12,68,1.0,0.0,106,10,1,1
2010,54,47,7.0,0.0,19,10,1,1
2010,66,31,2.0,0.0,55,10,1,1
2010,30,2,0.0,2.0,104,10,1,2
2010,42,76,0.0,1.0,119,10,1,2
2010,46,65,2.0,2.0,30,10,1,0
2010,64,25,2.0,1.0,11,10,0,1
2010,3,61,2.0,1.0,91,10,1,1
2010,29,27,0.0,1.0,55,10,1,2
2010,63,24,0.0,1.0,106,10,1,2
2010,75,0,1.0,0.0,108,10,1,1
2010,10,44,1.0,2.0,19,10,1,2
2010,21,40,1.0,3.0,119,10,1,2
2010,51,45,0.0,0.0,104,10,1,0
2010,62,37,3.0,2.0,55,10,1,1
2010,12,66,1.0,2.0,108,10,1,2
2010,47,38,0.0,3.0,91,10,1,2
2010,54,8,0.0,0.0,30,10,1,0
2010,68,31,0.0,0.0,11,10,1,0
2010,76,65,2.0,1.0,106,10,1,1
2010,75,28,1.0,2.0,119,10,1,2
2010,2,42,3.0,1.0,55,10,1,1
2010,28,24,4.0,1.0,11,10,1,1
2010,8,12,3.0,0.0,55,10,1,1
2010,44,62,2.0,1.0,30,10,1,1
2010,51,40,0.0,0.0,108,10,1,0
2010,66,54,1.0,0.0,19,10,1,1
2010,44,8,2.0,1.0,106,10,1,1
2010,76,28,1.0,1.0,55,10,1,0
2010,2,27,0.0,4.0,19,10,1,2
2010,51,66,0.0,1.0,55,10,1,2
2010,76,44,2.0,3.0,19,10,1,2
2010,28,66,0.0,1.0,30,10,1,2
2010,76,27,2.0,3.0,106,10,1,2
2010,44,66,0.0,1.0,55,10,1,2
2014,8,16,3.0,1.0,140,1,0,1
2014,12,3,3.0,1.0,23,1,1,1
2014,42,10,1.0,0.0,90,1,1,1
2014,66,44,1.0,5.0,124,1,1,2
2014,14,29,3.0,0.0,6,1,1,1
2014,25,37,1.0,2.0,74,1,1,2
2014,39,40,2.0,1.0,112,1,1,1
2014,76,15,1.0,3.0,37,1,1,2
2014,2,7,2.0,1.0,115,1,1,1
2014,26,31,3.0,0.0,107,1,1,1
2014,68,21,2.0,1.0,15,1,1,1
2014,28,54,4.0,0.0,124,1,1,1
2014,29,75,1.0,2.0,90,1,1,2
2014,35,46,0.0,0.0,24,1,1,0
2014,5,0,2.0,1.0,6,1,1,1
2014,8,42,0.0,0.0,37,1,0,0
2014,57,65,1.0,1.0,23,1,1,0
2014,3,44,2.0,3.0,24,1,1,2
2014,10,16,0.0,4.0,74,1,1,2
2014,66,12,0.0,2.0,115,1,1,2
2014,14,38,2.0,1.0,15,1,1,1
2014,41,29,0.0,0.0,90,1,1,0
2014,76,24,2.0,1.0,140,1,1,1
2014,32,21,1.0,2.0,24,1,1,2
2014,38,15,0.0,1.0,112,1,1,2
2014,68,25,2.0,5.0,124,1,1,2
2014,2,35,1.0,0.0,6,1,1,1
2014,28,28,2.0,2.0,37,1,1,0
2014,46,7,1.0,0.0,23,1,1,1
2014,5,57,1.0,0.0,115,1,1,1
2014,65,0,2.0,4.0,107,1,1,2
2014,75,54,2.0,2.0,74,1,1,0
2014,3,66,0.0,3.0,24,1,1,2
2014,8,10,4.0,1.0,15,1,0,1
2014,16,42,1.0,3.0,112,1,1,2
2014,44,12,2.0,0.0,140,1,1,1
2014,15,24,0.0,0.0,6,1,1,0
2014,30,38,2.0,1.0,37,1,1,1
2014,38,76,0.0,1.0,90,1,1,2
2014,41,14,1.0,4.0,23,1,1,2
2014,7,35,3.0,1.0,124,1,1,1
2014,22,25,0.0,0.0,115,1,1,0
2014,32,68,0.0,3.0,74,1,1,2
2014,46,2,2.0,3.0,107,1,1,2
2014,0,57,1.0,1.0,24,1,1,0
2014,65,5,0.0,1.0,140,1,1,2
2014,54,28,2.0,1.0,15,1,1,1
2014,75,27,0.0,1.0,112,1,1,2
2014,8,12,1.0,1.0,6,1,0,0
2014,14,76,2.0,0.0,115,1,1,1
2014,15,29,1.0,1.0,112,1,1,0
2014,44,42,2.0,1.0,37,1,1,1
2014,26,46,2.0,0.0,15,1,1,1
2014,28,0,2.0,1.0,107,1,1,1
2014,2,68,1.0,0.0,140,1,1,1
2014,5,75,2.0,1.0,124,1,1,1
2014,8,14,2.0,1.0,37,1,0,1
2014,26,27,0.0,1.0,115,1,1,2
2014,2,5,1.0,0.0,15,1,1,1
2014,44,15,0.0,0.0,124,1,1,0
2014,8,27,1.0,7.0,6,1,0,2
2014,44,2,0.0,0.0,140,1,1,0
2014,8,44,0.0,3.0,15,1,0,2
2014,28,2,1.0,0.0,115,1,1,1
2018,57,58,5.0,0.0,85,9,0,1
2018,23,76,0.0,1.0,33,9,1,2
2018,43,35,0.0,1.0,120,9,1,2
2018,54,66,3.0,3.0,134,9,1,0
2018,26,3,2.0,1.0,59,9,1,1
2018,2,33,1.0,1.0,85,9,1,0
2018,52,20,0.0,1.0,129,9,1,2
2018,16,46,2.0,0.0,57,9,1,1
2018,15,61,0.0,1.0,125,9,1,2
2018,28,42,0.0,1.0,85,9,1,2
2018,8,68,1.0,1.0,118,9,1,0
2018,67,65,1.0,0.0,94,9,1,1
2018,5,50,3.0,0.0,134,9,1,1
2018,71,24,1.0,2.0,153,9,1,2
2018,14,40,1.0,2.0,129,9,1,2
2018,53,60,1.0,2.0,85,9,1,2
2018,57,22,3.0,1.0,120,9,0,1
2018,54,43,1.0,0.0,85,9,1,1
2018,76,58,1.0,0.0,118,9,1,1
2018,35,66,0.0,1.0,59,9,1,2
2018,21,3,1.0,1.0,125,9,1,0
2018,26,52,1.0,0.0,33,9,1,1
2018,2,16,0.0,3.0,94,9,1,2
2018,8,15,2.0,0.0,120,9,1,1
2018,46,33,2.0,0.0,153,9,1,1
2018,61,68,1.0,2.0,57,9,1,2
2018,5,71,5.0,2.0,85,9,1,1
2018,65,42,1.0,2.0,118,9,1,2
2018,28,67,2.0,1.0,134,9,1,1
2018,25,50,6.0,1.0,94,9,1,1
2018,41,60,2.0,2.0,33,9,1,0
2018,53,14,0.0,3.0,59,9,1,2
2018,57,76,0.0,3.0,125,9,0,2
2018,58,22,2.0,1.0,153,9,1,1
2018,66,43,2.0,2.0,57,9,1,0
2018,35,54,1.0,1.0,129,9,1,0
2018,3,52,0.0,2.0,134,9,1,2
2018,21,25,0.0,0.0,85,9,1,0
2018,46,2,1.0,2.0,120,9,1,2
2018,34,16,1.0,2.0,118,9,1,2
2018,65,27,2.0,0.0,59,9,1,1
2018,42,67,0.0,3.0,33,9,1,2
2018,61,8,0.0,2.0,85,9,1,2
2018,68,15,2.0,2.0,94,9,1,0
2018,41,53,0.0,1.0,153,9,1,2
2018,60,14,0.0,1.0,125,9,1,2
2018,50,71,1.0,2.0,129,9,1,2
2018,25,5,0.0,1.0,57,9,1,2
2018,26,2,4.0,3.0,59,9,1,1
2018,76,54,2.0,1.0,134,9,1,1
2018,57,66,1.0,1.0,85,9,0,0
2018,16,20,1.0,1.0,94,9,1,0
2018,8,42,2.0,0.0,125,9,1,1
2018,5,40,3.0,2.0,118,9,1,1
2018,67,68,1.0,0.0,120,9,1,1
2018,14,24,1.0,1.0,85,9,1,0
2018,76,25,0.0,2.0,94,9,1,2
2018,8,5,1.0,2.0,59,9,1,2
2018,67,24,0.0,2.0,125,9,1,2
2018,57,16,2.0,2.0,134,9,0,0
2018,26,5,1.0,0.0,120,9,1,1
2018,16,24,2.0,1.0,85,9,1,1
2018,5,24,2.0,0.0,120,9,1,1
2018,26,16,4.0,2.0,85,9,1,1
